internalId	masterId	rowNr	rowId	PayMode	Comment	CreditCard	Plan	AuthorizationCode	ChequeNr	BatchNr	Paid	Installments
Taxes
internalId	masterId	rowNr	rowId	TaxCode	Amount

\N	\N	\N	\N	\N	2018-11-22	15:13:12	1	\N	CJ01	\N	0	Arturo	\N	\N	\N	\N	False	\N	1	\N	GS	\N	\N	\N	\N	\N	3900.0	1.0	CXXXX	Cliente Mostrador	Arturo	SALON	\N	1	2018-11-22	2018-11-22	\N	CONT	AYOLAS	AYOLAS	8	Misiones	py		1	Asunción	\N	\N	\N	\N	True	CC	\N	\N			\N		\N				\N	\N	\N	\N	\N	\N	\N	L1G	DIPLO	\N	\N	\N	\N	es	\N	\N	\N	\N	0	\N	\N	100.0	1654641.0	0.0	165459.0	1820100.0	1654641.0	1820100.0	True	\N	\N	\N	CXXXX	CONT	1	\N	\N	0	\N	0	\N	0.0	\N	\N	\N	\N	False	\N	\N	\N	\N	\N

\N	\N	78	\N	7792860001213	CHUPETONCITO LHERITIER 12UNI	\N	\N	1.0	\N	15000.0	\N	16500.0	0.0	16500.0	\N	10	UNI	15000.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	15000.0	\N	\N	\N	\N	\N
\N	\N	79	\N	7896969401186	NUCITA SABOR CHOCOLATE 48UNI	\N	\N	1.0	\N	17727.0	\N	19500.0	0.0	19500.0	\N	10	UNI	17727.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	17727.0	\N	\N	\N	\N	\N
\N	\N	80	\N	7702011007476	DULCES DE CAFE JUAN VALDEZ 80G	\N	\N	1.0	\N	15455.0	\N	17000.0	0.0	17000.0	\N	10	UNI	15455.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	15455.0	\N	\N	\N	\N	\N
\N	\N	81	\N	7898094760107	GUARDA-CHUVA SABOR CHOCOLATE 50UNI	\N	\N	1.0	\N	18182.0	\N	20000.0	0.0	20000.0	\N	10	UNI	18182.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	18182.0	\N	\N	\N	\N	\N
\N	\N	82	\N	7501088212352	MUSS PATITAS 8PZAS	\N	\N	1.0	\N	22727.0	\N	25000.0	0.0	25000.0	\N	10	UNI	22727.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	22727.0	\N	\N	\N	\N	\N
\N	\N	83	\N	7790580327606	ROCKLETS MANI 18UNI	\N	\N	1.0	\N	39091.0	\N	43000.0	0.0	43000.0	\N	10	UNI	39091.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	39091.0	\N	\N	\N	\N	\N
\N	\N	84	\N	603554064025	ALFAJOR MINI PAYE 48PZAS	\N	\N	1.0	\N	27273.0	\N	30000.0	0.0	30000.0	\N	10	UNI	27273.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	27273.0	\N	\N	\N	\N	\N
\N	\N	85	\N	603554027242	PALETAS LOILY KOSH 50PZAS	\N	\N	1.0	\N	43636.0	\N	48000.0	0.0	48000.0	\N	10	UNI	43636.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	43636.0	\N	\N	\N	\N	\N
\N	\N	86	\N	6923634954690	MINI CHICLE C/TATUAJE DE JUGADORES 12X24UNI	\N	\N	1.0	\N	17727.0	\N	19500.0	0.0	19500.0	\N	10	UNI	17727.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	17727.0	\N	\N	\N	\N	\N
\N	\N	87	\N	7898142853713	ROCKLETS 24UNI 	\N	\N	1.0	\N	21818.0	\N	24000.0	0.0	24000.0	\N	10	UNI	21818.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	21818.0	\N	\N	\N	\N	\N
\N	\N	88	\N	7896058516104	BOLAS DE GOMA SABER TUTTI-FRUTTI GOMETS 30UNI	\N	\N	1.0	\N	17727.0	\N	19500.0	0.0	19500.0	\N	10	UNI	17727.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	17727.0	\N	\N	\N	\N	\N
\N	\N	89	\N	7896058592726	GOLOSINAS SABOR SURTIDO GOMETS FRUIT BEARS 190G	\N	\N	1.0	\N	4091.0	\N	4500.0	0.0	4500.0	\N	10	UNI	4091.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	4091.0	\N	\N	\N	\N	\N
\N	\N	90	\N	6920552105715	CHICLE PASTILLA DE FRFUTAS 40X50UNI	\N	\N	1.0	\N	12273.0	\N	13500.0	0.0	13500.0	\N	10	UNI	12273.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	12273.0	\N	\N	\N	\N	\N
\N	\N	91	\N	7896451908384	PASTILLAS DE FRUTA MINTY CAJA	\N	\N	1.0	\N	17727.0	\N	19500.0	0.0	19500.0	\N	10	UNI	17727.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	17727.0	\N	\N	\N	\N	\N
\N	\N	92	\N	7896058592689	GOLOSINAS SABOR FRUTAS GOMETS FRUIT SLICES 190G	\N	\N	1.0	\N	4091.0	\N	4500.0	0.0	4500.0	\N	10	UNI	4091.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	4091.0	\N	\N	\N	\N	\N
\N	\N	93	\N	7896058592665	GOLOSINAS SABOR FRUTAS GOMETS SOUR RINGS 190G	\N	\N	1.0	\N	4091.0	\N	4500.0	0.0	4500.0	\N	10	UNI	4091.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	4091.0	\N	\N	\N	\N	\N
\N	\N	94	\N	7896058501209	MANI CONFITADO DORI 250G	\N	\N	1.0	\N	2273.0	\N	2500.0	0.0	2500.0	\N	10	UNI	2273.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	2273.0	\N	\N	\N	\N	\N
\N	\N	95	\N	7896058505030	MANI CONFITADO DORI 500G	\N	\N	1.0	\N	10455.0	\N	11500.0	0.0	11500.0	\N	10	UNI	10455.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	10455.0	\N	\N	\N	\N	\N
\N	\N	96	\N	7896383000705	PASTILLAS SABOR CHOCOLATE COLORETI AMORE 500G	\N	\N	1.0	\N	16364.0	\N	18000.0	0.0	18000.0	\N	10	UNI	16364.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	16364.0	\N	\N	\N	\N	\N
\N	\N	97	\N	7896383000507	PASTILLAS SABOR CHOCOLATE COLORETI ROJO 500G	\N	\N	1.0	\N	16364.0	\N	18000.0	0.0	18000.0	\N	10	UNI	16364.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	16364.0	\N	\N	\N	\N	\N
\N	\N	98	\N	7896058591989	PASTILLAS SABOR CHOCOLATE MULTICOLOR CHOCOCANDY 500G	\N	\N	1.0	\N	15455.0	\N	17000.0	0.0	17000.0	\N	10	UNI	15455.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	15455.0	\N	\N	\N	\N	\N
\N	\N	99	\N	7896383000545	PASTILLAS SABOR CHOCOLATE COLORETI VERDE 500G	\N	\N	1.0	\N	16364.0	\N	18000.0	0.0	18000.0	\N	10	UNI	16364.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	16364.0	\N	\N	\N	\N	\N
\N	\N	100	\N	7896383000521	PASTILLAS SABOR CHOCOLATE COLORETI LILA 500G	\N	\N	1.0	\N	16364.0	\N	18000.0	0.0	18000.0	\N	10	UNI	16364.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	16364.0	\N	\N	\N	\N	\N
\N	\N	101	\N	7896383073907	PASTILLAS SABOR CHOCOLATE COLORETI NEGRO 500G	\N	\N	1.0	\N	16364.0	\N	18000.0	0.0	18000.0	\N	10	UNI	16364.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	16364.0	\N	\N	\N	\N	\N
\N	\N	102	\N	7896383000637	PASTILLAS SABOR CHOCOLATE COLORETI NARANJA 500G	\N	\N	1.0	\N	16364.0	\N	18000.0	0.0	18000.0	\N	10	UNI	16364.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	16364.0	\N	\N	\N	\N	\N
\N	\N	103	\N	7896383000514	PASTILLAS SABOR CHOCOLATE COLORETI ROSADO 500G	\N	\N	1.0	\N	16364.0	\N	18000.0	0.0	18000.0	\N	10	UNI	16364.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	16364.0	\N	\N	\N	\N	\N
\N	\N	104	\N	7891151017268	CHICLE BUZZY TUTTI-FRUTI CAJA 100UNI	\N	\N	1.0	\N	9545.0	\N	10500.0	0.0	10500.0	\N	10	UNI	9545.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	9545.0	\N	\N	\N	\N	\N
\N	\N	105	\N	7891151017275	CHICLE BUZZY HORTELA CAJA 100UNI	\N	\N	1.0	\N	9545.0	\N	10500.0	0.0	10500.0	\N	10	UNI	9545.0	\N	\N	\N	0.0	\N	\N	\N	0.0	100.0	9545.0	\N	\N	\N	\N	\N
\N	\N	106	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N



